Postcode,Threshold1,Threshold2,Threshold3,Threshold4,CardsInForce0,CardsInForce1,CardsInForce2,Transactions,SpentAtMerchants,RetailTransactions,SpentAtRetailMerchants,DiningTransactions,SpentAtDiningMerchants,LodgeTransactions,SpentAtLodgeMerchants
3142,,,x,,10904,10710,194,"330,468","50,280,982.07",280429,23397377.78,32443,3979946.06,129,22652.29
3143,,,x,,4822,4678,144,"118,032","40,381,064.31",81506,19639615.69,19449,1670658.83,0,0
3144,,,x,,6875,6665,210,"840,982","90,993,148.12",656351,52556820.19,39235,3360064.41,114,46136.22
3145,,,x,,8357,8143,214,"125,423","14,951,952.10",75358,9511603.57,21909,917912.55,0,0
3146,,,x,,9270,8946,324,"206,750","77,471,387.91",171957,66276691.81,9988,879728.56,0,0
3147,,,x,,4088,3966,122,"451,052","33,793,640.00",402441,30019072.76,7891,191459.43,15,8538.87
3148,,,x,,2074,1955,119,"1,517,141","184,286,763.77",1429367,178678177.1,54040,1482555.72,68,11311.83
3149,,,x,,11311,10736,575,"700,367","74,141,417.81",226105,34900040.58,41483,1674087.06,958,192516.16
3150,,,x,,21391,20923,468,"1,019,095","76,808,395.60",724025,44746131.23,58892,4105629.78,10910,5439352
3151,,,x,,2781,2529,252,"972,102","84,070,570.80",904507,78134945.52,16165,1170042.39,81,18961.14
3152,,,x,,7271,7050,221,"528,665","43,341,429.19",396222,25303429.08,33634,1309141.94,1372,442601.03
3153,,,x,,3043,2120,923,"275,231","24,831,218.36",197407,19586772.47,16647,285334.71,0,0
3154,x,,,,470,448,22,"2,146","103,565.84",1230,46208.35,58,1201.5,5,184
3155,,,x,,2352,2196,156,"164,572","9,251,253.66",139455,7322358.94,11550,290948.51,0,0
3156,,,x,,5185,4736,449,"233,143","17,225,205.15",165064,12860487.47,10083,234084.25,116,45636.91
3157,,x,,,9,9,0, -   , -   ,0,0,0,0,0,0
3158,x,,,,820,786,34,"8,819","366,820.26",5296,169148.78,177,9272.6,0,0
3159,x,,,,271,257,14,34,"15,959.08",7,1217.08,0,0,0,0
3160,x,,,,992,953,39,"29,964","2,510,294.33",20149,1547253.57,3528,97592.13,0,0
3161,,,x,,8289,8037,252,"61,964","16,174,255.27",10694,2821962.09,5506,340772,1,59
3162,,,x,,7510,7343,167,"226,544","33,130,275.17",111087,12021634.7,21375,3803738.11,0,0
3163,,,x,,7537,7357,180,"402,674","25,660,071.40",355512,19770828.02,9177,536825.27,14,5333.44
3164,x,,,,266,104,162,"2,585","1,210,330.78",441,475351.53,1066,18164.79,0,0
3165,,,x,,5978,5830,148,"232,887","41,939,252.78",196828,39328992.21,2328,108225.14,0,0
3166,,,x,,4929,4599,330,"329,922","30,801,956.73",187690,18160302.48,21615,826827.53,426,209681.42
3167,,,x,,1870,1772,98,"219,025","41,412,102.44",197531,35195269.55,18105,518666.47,0,0
3168,,,x,,3129,2444,685,"934,331","88,158,843.41",274448,61649117.02,37877,914458.4,1509,426793.7
3169,,,x,,2319,2157,162,"88,297","7,711,283.39",56607,5535276.19,2546,51418.58,0,0
3170,,,x,,4652,4130,522,"540,193","53,059,506.40",429451,38984162.77,31062,593979.1,115,177247.54
3171,,,x,,1875,1790,85,"199,798","25,250,212.57",154518,21429215.01,31955,1194922.08,7,2215
3172,,,x,,3442,3301,141,"107,974","19,333,326.55",58173,14116875.85,10416,205682.74,2174,385555.78
3173,,,x,,3308,3151,157,"330,699","78,931,135.72",270439,19953716.01,15515,407852.11,18,4060
3174,,,x,,3081,2888,193,"98,311","15,313,619.83",24537,2766344.06,13439,232530.71,16084,6096942.15
3175,,,x,,4340,3682,658,"328,170","98,900,514.95",225370,81974017.72,23827,886145.81,2748,1468616.81
3176,x,,,,0,0,0,"1,844","1,118,086.78",1844,1118086.78,0,0,0,0
3177,x,,,,515,453,62,"32,697","3,747,321.25",10888,1707677.7,5879,156478.67,2160,970674.51
3178,,,x,,6369,6086,283,"379,321","50,079,833.72",297987,28620531.94,14073,554326.02,153,39658.48
3179,,,x,,1157,1019,138,"112,114","14,688,413.44",52542,5943637.89,18030,244178.67,0,0
3180,,,x,,1132,1060,72,"234,965","103,046,208.41",182730,89445547.07,15687,9937741.87,0,0
3181,,,x,,6148,5891,257,"630,282","67,491,426.25",392361,35331120.57,119719,12562880.59,5751,1837387.53
3182,,,x,,6038,5774,264,"423,965","48,148,562.51",221002,13937739.05,102431,14910552.02,10469,3623925.01
3183,,,x,,5440,5297,143,"267,048","21,445,879.76",240154,16433658.21,13363,1153027.39,493,380126.2
3184,,,x,,4547,4428,119,"68,777","5,836,373.14",38630,2576162,7661,1026747.6,8,617
3185,,,x,,4423,4299,124,"414,138","41,069,337.28",308928,29952552.33,38798,2659755.65,84,256794.35
3186,,,x,,12655,12244,411,"639,845","79,633,921.08",512269,54216284.99,83404,7068102.28,393,499426.62
3187,,,x,,6491,6294,197,"99,114","14,082,697.91",67687,11819542.1,1347,57590.93,0,0
3188,,,x,,5767,5628,139,"232,095","16,260,335.29",168546,9725809.89,20296,1379025.47,0,0
3189,,,x,,1878,1642,236,"295,441","59,309,835.59",239851,54640379.62,1603,282453.09,8,1159.8
3190,,,x,,2216,2161,55,"121,391","13,234,187.79",108583,11807248.73,5128,258097.45,837,288486.24
3191,,,x,,3637,3521,116,"132,918","10,921,221.67",116378,6580581,4551,677548.52,30,7810.48
3192,,,x,,4976,4702,274,"881,135","83,082,155.91",820914,59010087.34,31347,1338891.24,694,441854.27
3193,,,x,,8097,7884,213,"177,760","19,495,131.71",150363,12031545.43,13429,1563756.65,127,523562.51
3194,,,x,,3399,3298,101,"428,716","44,956,956.72",382064,38623785.51,3394,141703.11,0,0
3195,,,x,,7879,7415,464,"254,907","59,179,662.03",154487,34647589.18,13708,1125635.63,47,23551.31
3196,,,x,,3497,3368,129,"130,202","7,746,507.76",90475,5882660.11,16107,449602.94,14,10416.42
3197,,,x,,2377,2284,93,"117,576","6,886,388.95",99394,5474929.41,2034,153631.56,0,0
3198,,,x,,1667,1442,225,"65,570","6,093,609.51",50921,5200506.89,442,23106.95,9,911
3199,,,x,,5876,5646,230,"553,193","48,580,504.26",414772,36937609.74,29112,737237.28,5342,1163900.52
3200,x,,,,203,194,9,"1,485","422,157.22",933,71047.98,0,0,0,0
3201,,,x,,1438,1287,151,"199,841","22,946,546.09",124847,13016861.88,6200,180835.91,67,17245.41
3202,x,,,,702,653,49,"21,720","5,540,680.52",7570,4560074.85,11199,250231.06,416,180550.15
3203,x,,,,6,6,0,585,"62,840.25",585,62840.25,0,0,0,0
3204,,,x,,7985,7770,215,"351,965","29,135,338.44",278796,19217955.99,24129,1048186.59,0,0
3205,,,x,,5445,4319,1126,"1,118,490","218,355,435.05",566824,71559191.19,133713,12786624.3,1750,998463.7
3206,,,x,,5119,4925,194,"164,201","21,390,068.50",78548,8530147.3,37685,3969357.64,2,220
3207,,,x,,6810,5976,834,"473,001","100,603,940.43",348117,57371638.8,63792,6294006.96,121,424469.78
3208,,x,,,11,11,0, -   , -   ,0,0,0,0,0,0
3211,x,,,,132,127,5,"28,820","1,604,141.11",1,20,1925,25465.31,0,0
3212,,,x,,1014,960,54,"50,153","4,611,565.41",41331,4028090.44,1692,24402.16,0,0
3213,x,,,,232,221,11,"26,199","1,974,475.98",528,741375.34,7855,99547.7,0,0
3214,,,x,,564,551,13,"157,201","22,072,297.81",104555,9000719.09,13097,176946.78,80,19906.43
3215,,,x,,1456,1380,76,"112,159","12,648,123.49",88624,10552234.85,469,34057.34,49,15243.15
3216,,,x,,5100,4993,107,"463,197","33,427,487.76",377712,27521078.75,12116,282622.29,1509,213115.56
3217,x,,,,272,257,15,"1,283","141,105.19",62,23785.93,403,68001.52,0,0
3218,,,x,,1347,1308,39,"156,032","14,853,298.64",120669,9696584.1,2360,141085.8,7,1048
3219,,,x,,948,897,51,"65,415","10,265,328.13",52138,9365486.94,2237,48501.42,348,18951.9
3220,,,x,,3612,3339,273,"290,762","49,869,007.60",225309,32918101.12,26009,2330751.72,8942,2732896.93
3221,,,x,,394,373,21,"56,378","3,307,762.19",43751,2652142.9,112,4464.7,12,3547.34
3222,,,x,,1105,1069,36,"72,440","5,514,460.48",54472,3486527.02,1896,291849.68,0,0
3223,x,,,,645,624,21,"19,174","961,718.84",15770,599710.09,2194,280102.92,19,3336.52
3224,x,,,,874,863,11,"32,016","2,599,486.61",6493,1633405.59,17393,320065.12,9,17880.2
3225,x,,,,776,768,8,"16,103","1,193,301.40",10773,631831.48,1533,138707.08,88,22831.78
3226,,,x,,1496,1449,47,"149,216","8,627,947.53",129286,7268208.14,1463,75772.6,1,230
3227,x,,,,793,772,21,"24,795","1,463,486.20",10547,462718.68,3760,327459.51,288,131209.3
3228,,,x,,2422,2331,91,"232,857","18,517,149.08",192263,13388010.85,12368,722043.03,5448,2124060.88
3230,x,,,,390,382,8,"30,900","1,625,633.16",19119,898100.21,261,31078.08,500,123125.74
3231,x,,,,234,232,2,"1,052","186,818.91",192,16164.65,831,166185.32,10,3248.6
3232,x,,,,315,304,11,"31,495","2,994,118.25",20189,1148366.11,7102,1116386.31,467,145466.65
3233,x,,,,252,242,10,"16,793","1,391,498.81",10257,485384.55,1348,338958.37,1146,310388.82
3234,,x,,,3,3,0,22,415.2,0,0,22,415.2,0,0
3237,,x,,,11,11,0, -   , -   ,0,0,0,0,0,0
3238,x,,,,41,41,0,171,"29,632.35",1,18,98,3868.4,72,25745.95
3239,,x,,,24,24,0,6,166.6,0,0,6,166.6,0,0
3240,x,,,,199,197,2,732,"52,289.65",652,31653.55,53,2727.1,0,0
3241,x,,,,135,130,5,"3,198","168,837.21",1153,42347.2,21,787.5,51,2735.5
3242,x,,,,85,85,0,"1,215","696,236.12",165,21691.01,1049,674443.16,0,0
3249,,x,,,169,167,2,13,"14,984.90",10,14665.9,3,319,0,0
3250,x,,,,532,524,8,"56,105","3,440,158.36",38852,2250615.35,5174,114439.44,514,144426.35
3260,x,,,,221,215,6,"17,329","1,293,570.71",13398,837256.76,44,1683.6,213,62623.97
3264,x,,,,81,79,2,681,"41,348.90",9,2013.8,13,189.6,46,6515.7
3265,,x,,,89,86,3,21,"2,016.70",8,576,12,1340.7,0,0
3266,x,,,,82,80,2,"1,730","114,614.49",1162,70888.62,0,0,35,10161.5
3268,x,,,,93,89,4,"4,017","243,017.51",3521,212196.4,76,7276.82,0,0
3269,x,,,,48,48,0,"5,102","770,461.47",429,30234.35,2732,225218.18,1416,488008.75
3270,x,,,,23,23,0,42,"2,441.72",42,2441.72,0,0,0,0
3272,x,,,,81,80,1,776,"51,224.70",19,5726.51,0,0,0,0
3274,x,,,,9,9,0, -   , -   ,0,0,0,0,0,0
3275,x,,,,9,9,0, -   , -   ,0,0,0,0,0,0
3276,x,,,,15,15,0,2,162.2,0,0,2,162.2,0,0
3277,x,,,,91,88,3,"1,364","83,610.64",1310,77119.34,50,6440.3,0,0
3280,,,x,,1767,1720,47,"197,887","18,725,367.64",151132,14061747.85,14030,860008.49,5749,1488572.28
3282,,x,,,98,95,3,679,"25,364.71",638,20726.8,26,1538.3,0,0
3283,x,,,,50,47,3,"4,683","148,986.98",4664,144747.98,0,0,19,4239
3284,x,,,,227,221,6,"10,102","759,255.73",5472,243007.62,704,120796.7,925,231606.99
3289,,x,,,40,39,1,3,146.02,0,0,0,0,0,0
3290,,x,,,3,2,1, -   , -   ,0,0,0,0,0,0
3294,x,,,,68,67,1,"2,183","766,466.29",0,0,2121,752575.59,59,13862
3300,,,x,,669,621,48,"45,635","4,101,751.74",31685,2090942.53,2903,91447.07,1040,226052.41
3301,,x,,,65,64,1,38,"3,134.55",0,0,38,3134.55,0,0
3304,x,,,,178,126,52,"1,361","80,109.92",866,51991.41,0,0,7,2188
3305,x,,,,827,688,139,"34,694","2,383,117.26",26901,1462065.02,2359,55214.58,2617,502073.46
3307,,x,,,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3311,,x,,,112,45,67,"1,165","68,957.94",1149,67625.14,6,138.3,7,957
3315,,x,,,114,70,44,27,"1,712.61",26,1666.61,1,46,0,0
3317,,x,,,0,0,0,7,707.09,4,497.09,0,0,3,210
3318,,x,,,77,44,33,4,335.9,0,0,1,285,0,0
3321,x,,,,104,100,4,869,"113,080.03",5,531.7,168,52910.69,0,0
3325,x,,,,14,14,0,127,"6,367.17",0,0,12,334.5,0,0
3330,,x,,,23,23,0, -   , -   ,0,0,0,0,0,0
3331,x,,,,296,282,14,"20,214","1,194,443.60",12542,754947.12,4,204,0,0
3332,,x,,,46,44,2,22,"11,069.28",4,5976,18,5093.28,0,0
3333,x,,,,69,65,4,495,"28,841.65",2,267.42,0,0,0,0
3334,,x,,,29,27,2,23,355.45,23,355.45,0,0,0,0
3335,x,,,,306,295,11,"35,085","1,833,318.83",103,16390.27,9999,184465.55,0,0
3337,,,x,,1873,1772,101,"177,118","11,950,947.51",140188,9958370.25,10093,268003.82,14,8435.27
3338,x,,,,1099,1074,25,"11,748","684,318.55",6670,407415.68,937,69399.01,0,0
3340,,,x,,1442,1381,61,"67,005","3,922,761.37",49945,2939942.78,4058,85999.08,6,759.5
3341,,x,,,90,86,4, -   , -   ,0,0,0,0,0,0
3342,x,,,,225,207,18,"17,200","875,594.17",342,12228.97,3329,42706.45,0,0
3345,,x,,,77,74,3,35,"3,920.04",17,2662,5,323.5,0,0
3350,,,x,,4477,4024,453,"344,256","32,109,438.53",256751,20083398.41,30661,1548469.12,8565,1860226.17
3351,x,,,,310,273,37,332,"18,071.93",16,1262.26,6,533.15,0,0
3352,x,,,,894,812,82,"12,041","1,054,558.06",458,20315.74,5,355.5,70,19748.65
3353,x,,,,143,88,55,"1,575","119,316.79",1219,99551.07,0,0,0,0
3354,x,,,,148,141,7, -   , -   ,0,0,0,0,0,0
3355,,,x,,621,480,141,"99,683","9,386,670.67",83484,8244849.49,5473,82890.73,236,20596.24
3356,x,,,,405,368,37,"40,856","2,417,833.28",29955,1842461.92,4021,60868.83,136,23661.35
3357,x,,,,367,347,20,"6,924","287,110.87",4342,142411.08,210,9740.5,14,1050.6
3360,,x,,,39,35,4,63,"3,692.93",63,3692.93,0,0,0,0
3361,x,,,,36,32,4,255,"18,239.86",3,3500,0,0,0,0
3363,x,,,,171,151,20,"9,653","1,051,231.92",2623,84137.17,25,1066.5,2398,712403.2
3364,x,,,,132,124,8,229,"42,141.69",107,19955.08,122,22186.61,0,0
3370,x,,,,77,71,6,268,"10,398.15",190,5112.58,4,48,31,4677.15
3373,x,,,,91,89,2,"1,651","75,487.06",1163,46795.39,15,321.4,0,0
3374,x,,,,23,23,0,604,"223,694.73",603,223636.23,0,0,0,0
3377,x,,,,359,336,23,"25,555","1,883,073.61",15696,1205797.44,392,11775.5,501,116262.66
3379,,x,,,37,36,1,14,"5,226.00",14,5226,0,0,0,0
3380,x,,,,235,227,8,"18,610","1,004,298.89",13224,707556.69,1745,25230.13,396,83215.56
3381,x,,,,62,62,0,"1,594","252,126.74",386,25266.66,446,47485.54,592,169303.39
3385,,x,,,17,17,0,6,449.8,2,359.8,4,90,0,0
3388,,x,,,23,23,0,6,752.4,1,590.86,0,0,0,0
3392,,x,,,22,21,1,5,121.45,5,121.45,0,0,0,0
3393,x,,,,84,82,2,"2,553","171,947.10",1585,94530.9,169,11790.55,401,43457.97
3396,,x,,,20,20,0,48,"4,834.00",0,0,3,65.85,43,4732.8
3400,,,x,,571,542,29,"67,460","5,178,311.53",47356,3081774.02,5397,245017.27,2764,552969.97
3401,x,,,,225,218,7,191,"60,083.08",47,33802.84,93,13544.24,51,12736
3402,x,,,,95,83,12,9,874.75,0,0,0,0,0,0
3409,,x,,,32,32,0,27,"3,469.05",8,1794.95,4,155.6,9,1285.1
3413,x,,,,9,9,0, -   , -   ,0,0,0,0,0,0
3414,,x,,,53,51,2,96,"7,864.18",9,849,0,0,11,1576
3418,x,,,,104,103,1,"1,420","499,129.07",27,409238.83,79,2094.5,167,20810.09
3419,x,,,,32,32,0,624,"25,443.04",38,3946.4,3,156.8,16,2034.97
3424,,x,,,26,26,0,7,752,7,752,0,0,0,0
3427,,x,,,180,173,7,11,736.4,3,420,1,18,0,0
3428,x,,,,71,67,4,"5,642","387,817.45",1,90.82,0,0,273,25119.94
3429,,,x,,3329,3191,138,"224,151","16,564,722.59",180630,13759561.69,7589,184008.33,243,19097.53
3430,,x,,,36,35,1,321,"38,425.80",321,38425.8,0,0,0,0
3431,x,,,,465,432,33,"6,143","396,202.83",4204,262920.83,3,178.1,0,0
3432,x,,,,11,11,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3434,x,,,,495,435,60,"4,948","466,888.78",504,52432.97,67,2938.71,0,0
3435,x,,,,295,286,9,"2,570","447,038.82",92,70819.15,316,236412.98,0,0
3437,,,x,,1420,1354,66,"87,506","5,151,742.17",78415,4495986.33,5946,158201.01,30,9079.16
3438,x,,,,336,321,15,204,"134,666.45",161,121111.25,0,0,22,11533.9
3440,x,,,,337,332,5,"15,165","1,171,281.66",14004,1034676.29,464,79474.06,16,3618.99
3441,x,,,,435,421,14,182,"16,363.62",37,5365.5,112,4147.5,0,0
3442,,,x,,1080,1059,21,"51,192","3,166,841.61",42854,2590850.15,405,27955.78,27,4560.22
3444,,,x,,935,918,17,"47,506","3,225,375.57",36747,2415615.26,1400,165494.47,77,8966.22
3446,,x,,,88,88,0,9,609.75,0,0,2,385,0,0
3447,x,,,,34,32,2, -   , -   ,0,0,0,0,0,0
3450,x,,,,595,571,24,"30,843","1,619,653.91",24987,1172688.08,920,74745.63,234,85639.93
3451,x,,,,264,260,4,990,"64,788.53",81,8029.85,0,0,4,386
3453,x,,,,99,97,2,"4,294","297,690.01",122,41278,29,449.1,0,0
3458,x,,,,217,209,8,211,"23,642.75",54,11491.22,82,6576.6,0,0
3460,x,,,,462,444,18,"55,404","4,292,853.78",43508,2268616.8,2112,971642.66,1189,254215.18
3461,x,,,,292,274,18,"2,087","790,782.19",65,7776,356,89403.55,1641,688295.14
3462,,x,,,44,44,0,1,80,0,0,0,0,1,80
3463,x,,,,217,215,2,220,"21,253.07",146,14684.07,4,312,18,4208.06
3464,,x,,,45,45,0,24,"12,782.39",13,3565.78,1,34,8,3625
3465,x,,,,320,310,10,"22,041","1,315,101.77",16775,993392,869,16578.27,224,54485.86
3467,x,,,,42,41,1,360,"82,013.14",312,78912.66,0,0,2,235
3472,,x,,,39,38,1,4,548.95,3,117.96,0,0,0,0
3478,x,,,,113,103,10,"3,487","661,047.61",2827,578779.28,182,39855.5,68,9967.65
3480,x,,,,53,51,2,805,"43,546.98",486,19286.23,5,103.9,28,5252.09
3483,,x,,,67,65,2,42,"4,094.74",15,835.64,0,0,26,3249.1
3490,x,,,,41,38,3,674,"47,498.91",5,213.94,0,0,49,11539.27
3496,x,,,,257,254,3,"7,159","363,648.36",5245,242390.99,2,97.1,51,8582
3498,x,,,,243,239,4,"8,458","447,707.95",6982,360111.42,0,0,4,547.2
3500,,,x,,1481,1451,30,"216,513","20,129,664.71",174333,15232091.18,15828,798104.39,6091,1628987.48
3501,x,,,,186,180,6,555,"587,178.50",333,40732.63,1,395,37,7688.85
3502,x,,,,315,283,32,"2,316","213,801.63",215,8219.21,1,40,232,37652.77
3505,x,,,,136,129,7,"6,542","353,281.28",4197,222048.13,31,1768,0,0
3509,,x,,,15,15,0, -   , -   ,0,0,0,0,0,0
3512,,x,,,18,18,0,61,"5,352.55",61,5352.55,0,0,0,0
3515,,x,,,44,44,0,108,"6,899.22",1,51.5,102,6699.75,0,0
3516,x,,,,38,36,2,225,"16,996.67",46,5973.25,9,1468.1,0,0
3517,x,,,,41,41,0,"1,457","71,630.21",664,27585.02,1,41,0,0
3518,x,,,,38,36,2,127,"7,412.38",1,49.45,0,0,19,2772.7
3520,x,,,,0,0,0,906,"70,706.57",906,70706.57,0,0,0,0
3522,,x,,,26,26,0,64,"14,685.37",60,14074.87,4,360.5,0,250
3523,x,,,,178,174,4,"6,999","741,830.33",2496,390338.65,318,78495.1,0,0
3525,x,,,,46,42,4,"1,535","87,711.78",521,21629.44,10,686.25,35,4916.18
3527,x,,,,14,14,0,442,"32,606.60",11,419.25,10,205.2,17,4179.01
3533,x,,,,45,42,3,647,"36,636.58",0,0,6,85.5,10,2176.3
3537,x,,,,42,42,0,453,"56,733.31",92,12168.05,0,0,0,0
3540,x,,,,14,14,0,"2,236","112,334.66",2236,112334.66,0,0,0,0
3549,x,,,,218,217,1,"7,863","539,224.67",6455,440516,22,885.9,1,202
3550,,,x,,2734,2517,217,"292,181","30,954,057.55",221997,23704566.46,18399,1158501.44,7610,1843716.25
3551,,,x,,1541,1493,48,"13,492","2,098,941.26",8888,1787853.2,7,320.1,49,21815.79
3552,,x,,,246,151,95,248,"32,876.11",0,0,0,0,0,0
3555,,,x,,729,707,22,"98,920","6,943,057.76",77884,5816650.48,3481,73272.7,377,82067.73
3556,x,,,,286,279,7,"3,333","2,715,824.42",2166,2621174.92,529,17542.26,0,0
3557,,x,,,27,27,0, -   , -   ,0,0,0,0,0,0
3558,x,,,,43,42,1,644,"36,011.55",74,1402.4,18,429.6,39,2947.5
3559,,x,,,39,38,1,2,"1,631.60",2,1631.6,0,0,0,0
3561,x,,,,174,159,15,"3,427","185,725.15",2629,108980.39,31,6192.7,63,13059.4
3564,,,x,,1011,989,22,"85,973","7,364,479.24",68416,5024623.45,5208,245662.84,2875,763556.22
3565,,x,,,6,6,0,155,"13,204.96",137,9863.66,0,0,0,0
3566,,x,,,35,35,0, -   , -   ,0,0,0,0,0,0
3568,x,,,,94,86,8,"2,187","111,361.87",1853,87995.45,25,3030.7,18,3301.46
3579,x,,,,162,161,1,"14,436","939,574.91",11995,770726.42,49,1913.2,140,24755.58
3580,,x,,,18,14,4,139,"12,835.63",118,9345.28,3,173,17,3198.35
3581,,x,,,9,9,0,3,201.55,3,201.55,0,0,0,0
3584,,x,,,39,38,1,160,"9,545.25",152,9296.75,0,0,0,0
3585,,,x,,723,704,19,"54,698","4,185,260.60",42485,3087401.5,4808,200784.01,2011,431547.97
3595,,x,,,2,2,0,1,59.5,0,0,1,59.5,0,0
3597,,x,,,18,18,0,43,"288,827.47",43,288827.47,0,0,0,0
3607,,x,,,8,8,0,"4,306","954,743.55",4306,954743.55,0,0,0,0
3608,x,,,,197,191,6,"7,429","579,485.75",2928,257233.28,1519,104410,132,29886.77
3610,x,,,,80,79,1,"1,475","76,913.44",1355,66847.56,6,555.1,5,202.5
3612,,x,,,39,39,0, -   , -   ,0,0,0,0,0,0
3616,x,,,,303,273,30,"2,481","122,457.32",1435,58727.79,47,3038,34,5389.95
3620,x,,,,215,204,11,"14,902","892,703.92",12250,705235.24,11,464.7,130,32881.4
3621,,x,,,41,33,8,114,"6,151.65",81,2342.3,0,0,14,724.8
3623,,x,,,36,36,0, -   ,-0.29,0,0,0,-0.29,0,0
3629,x,,,,341,335,6,"18,549","952,499.06",13225,673350.09,1811,24442.66,21,4629.12
3630,,,x,,1697,1639,58,"213,852","16,487,864.84",177965,12894492.39,9076,264436.42,6016,1598597.36
3631,x,,,,795,780,15,"35,082","3,117,706.89",26676,2577347.27,13,553.4,585,55626.97
3632,x,,,,212,174,38,"3,078","1,210,951.25",2798,930208.19,262,12925.25,0,0
3633,x,,,,25,24,1,106,"123,155.27",5,413.6,0,0,1,130
3634,,x,,,91,91,0,611,"52,273.16",35,13162.78,0,0,0,0
3635,,x,,,11,11,0,48,"2,814.80",1,7,0,0,0,0
3636,x,,,,163,153,10,"1,012","72,547.15",263,14184.22,177,11914.3,19,10292.8
3638,x,,,,105,103,2,"1,093","75,674.88",993,41410.16,10,314.95,38,27394
3639,,x,,,14,14,0, -   , -   ,0,0,0,0,0,0
3641,,x,,,32,32,0,212,"19,139.66",0,0,5,539.8,0,0
3644,x,,,,349,332,17,"27,350","2,531,601.73",23374,1373003.06,1168,24896.4,1162,345754.51
3646,,x,,,41,41,0,39,"5,622.25",39,5622.25,0,0,0,0
3658,x,,,,268,254,14,"1,339","116,422.16",45,1417.9,57,2737.64,324,56111.45
3659,x,,,,52,51,1,"11,374","843,507.00",0,0,0,0,920,300807.18
3660,x,,,,342,330,12,"34,289","2,370,289.83",22917,1709479.73,3339,74943.21,509,108474.41
3661,x,,,,78,73,5,50,"8,372.51",18,581.21,0,0,0,0
3662,,x,,,36,35,1,43,"2,228.90",28,1779.9,0,0,0,0
3664,x,,,,77,73,4,"5,347","578,935.58",137,12038.42,1633,297250.44,0,0
3665,,x,,,30,30,0,11,"1,279.00",11,1279,0,0,0,0
3666,x,,,,303,297,6,"28,962","1,516,680.30",6599,446189.63,5639,85801.59,211,33743.2
3669,,x,,,76,70,6,15,696.83,8,464.4,0,0,0,0
3671,,x,,,52,17,35, -   , -   ,0,0,0,0,0,0
3672,,,x,,682,618,64,"46,044","2,951,711.46",31272,1761018.55,4074,203016.39,834,239873.89
3673,,x,,,115,115,0,7,"4,602.43",3,4145.53,4,456.9,0,0
3675,x,,,,87,85,2,"28,849","1,165,603.04",466,74716.9,12866,211075.07,0,0
3676,x,,,,73,68,5,"2,203","104,609.67",2199,102010.68,0,-0.01,0,0
3677,,,x,,990,953,37,"111,190","8,208,950.13",83004,5692825.88,4711,158408.88,2583,770471.54
3678,x,,,,514,503,11,"12,606","1,835,556.85",10968,1590917.87,1252,117131.36,377,126738.37
3683,x,,,,91,88,3,439,"25,474.43",286,11145.58,0,0,103,1166.86
3685,x,,,,158,150,8,"10,434","1,514,689.62",7385,1017962.53,1790,378904.59,341,65166.01
3687,x,,,,43,42,1,"5,341","909,877.82",1753,215234.23,3570,690892.39,11,3515
3688,,x,,,86,86,0,32,"10,410.95",0,0,0,0,26,10335
3689,x,,,,79,68,11,952,"288,509.82",590,267018.77,0,0,0,0
3690,,,x,,1586,1545,41,"150,377","10,268,767.50",112489,7869951.58,5959,213096.47,981,222119.3
3691,x,,,,553,548,5,"7,869","514,036.28",50,4618.4,949,14819,103,30636.75
3694,,x,,,11,8,3,5,115.42,0,0,0,0,0,0
3697,,x,,,27,27,0,2,157,1,55,0,0,1,102
3698,x,,,,78,77,1,"3,109","264,626.31",2622,202642.57,337,22496.9,146,39386.94
3699,x,,,,90,89,1,"1,974","677,957.88",26,3677.1,376,181402.26,1025,458866.02
3700,x,,,,79,77,2,156,"12,713.25",56,6771.83,11,684.45,2,177
3707,x,,,,100,98,2,391,"32,539.64",29,835.61,58,4677,0,0
3711,,x,,,44,44,0,1,58,1,58,0,0,0,0
3712,,x,,,15,14,1,159,"11,294.48",150,10978.93,6,144,0,0
3713,x,,,,57,55,2,864,"60,359.00",846,44197.79,17,16051.21,1,110
3714,x,,,,221,215,6,"6,291","971,930.73",4921,591811.81,59,10555.92,76,17321.07
3715,x,,,,27,27,0,197,"13,250.43",24,1497.46,0,0,0,0
3717,x,,,,288,280,8,"6,931","374,449.86",4182,204243.29,77,4286.36,7,830
3718,x,,,,21,21,0, -   , -   ,0,0,0,0,0,0
3719,x,,,,27,27,0,93,"7,199.40",92,6799.4,0,0,1,400
3720,,x,,,54,50,4,119,"7,742.27",0,0,0,0,117,7537.27
3722,x,,,,434,423,11,"42,105","3,910,308.96",32954,3214118.51,1212,57701.73,407,95372.72
3723,x,,,,281,276,5,"16,555","4,352,245.06",2645,193219.36,4222,1279361.76,7113,1929224.12
