Postcode,Threshold1,Threshold2,Threshold3,Threshold4,CardsInForce0,CardsInForce1,CardsInForce2,Transactions,SpentAtMerchants,RetailTransactions,SpentAtRetailMerchants,DiningTransactions,SpentAtDiningMerchants,LodgeTransactions,SpentAtLodgeMerchants
5068,,,x,,4148,4090,58,"111,921","10,440,748.62",59811,4909362.15,5702,489924.67,0,0
5069,,,x,,3149,3097,52,"135,602","12,392,304.60",87345,6387221.86,9794,558600.3,548,99856.01
5070,,,x,,3134,3061,73,"232,857","12,191,173.43",202628,10488081.62,18079,423877.1,0,0
5071,,x,,,619,553,66,1,28,0,0,0,0,0,0
5072,,,x,,3742,3691,51,"22,491","4,102,908.23",17319,3255860.26,4215,754429.69,0,0
5073,,,x,,3049,3024,25,"85,470","6,930,660.28",44006,5087990.38,420,17525.74,2,5355.6
5074,,,x,,1930,1869,61,"185,313","12,180,425.76",160867,10088997.84,11966,681399.47,0,0
5075,,,x,,1726,1704,22,"64,830","4,153,779.88",57221,3737356.34,431,24652.35,0,0
5076,,,x,,1954,1913,41,"7,256","344,513.87",828,31584.09,385,17720.85,0,0
5077,,x,,,0,0,0,29,"4,959.82",29,4959.82,0,0,0,0
5081,,,x,,3764,3710,54,"110,246","8,399,387.32",89185,5970633.75,13716,390742.39,1197,496459.95
5082,,,x,,3432,3379,53,"232,669","14,048,665.37",210936,12742126.61,7454,267097.98,205,105168.97
5083,,,x,,1280,1265,15,"73,719","4,765,273.19",51249,3624268.43,3319,79915.8,0,0
5084,x,,,,750,706,44,"197,183","18,339,221.91",105000,12632648.71,8736,190078.63,0,0
5085,,,x,,2284,2135,149,"53,704","3,609,891.79",45926,3229215.57,5646,75199.74,192,85650.6
5086,,,x,,1946,1919,27,"143,441","13,643,314.10",110759,12300762.55,12293,274168.82,1324,76753.25
5087,,,x,,1415,1386,29,"49,317","3,137,127.75",15755,1521377.22,1839,82283.25,438,18935.08
5088,x,,,,313,298,15,"5,867","813,456.08",2420,606841.67,870,78338.77,0,0
5089,x,,,,1162,1139,23,"13,514","1,219,637.58",13091,1131593.18,164,21874.94,0,0
5090,x,,,,644,639,5,"35,802","1,736,315.50",22063,1088328.38,1,13.4,0,0
5091,x,,,,859,853,6,"3,026","177,327.20",2318,127642.68,552,43727.25,0,0
5092,,,x,,1513,1477,36,"331,741","24,304,110.74",298528,16906522.59,11251,353530.92,0,0
5093,x,,,,712,701,11,"11,880","511,659.75",6665,293418.43,211,6428.45,0,0
5094,x,,,,268,156,112,"46,271","25,820,145.88",31898,24886038.13,1760,38598.37,323,96904.7
5095,,,x,,2439,2291,148,"121,954","9,345,620.56",86824,6594389.57,20475,1129082.3,741,362631.14
5096,,,x,,1005,975,30,"28,586","1,841,221.19",17564,1367260.3,4669,103298.38,0,0
5097,,,x,,1303,1284,19,"60,820","4,813,965.31",57627,4249503.39,2107,66067.26,0,0
5098,,,x,,859,842,17,"64,975","3,307,185.21",62270,3181451.13,2356,54880.19,0,0
5105,x,,,,2,2,0, -   , -   ,0,0,0,0,0,0
5106,x,,,,64,50,14,"49,647","6,722,595.48",47061,6579478.66,967,48271.03,0,0
5107,x,,,,871,851,20,"17,935","768,825.23",8287,335305.9,50,909.3,0,0
5108,,,x,,1746,1702,44,"114,074","5,465,019.78",87051,4340285.34,10197,186379.32,10,499.8
5109,x,,,,1403,1366,37,"11,131","780,139.01",4621,445394.58,888,47746.53,12,16339.75
5110,x,,,,352,351,1,"22,928","1,808,678.56",9614,999082.91,1610,128488.04,1,36.7
5111,,x,,,38,24,14,713,"121,600.40",9,66406.94,224,1374.2,0,0
5112,,,x,,772,759,13,"86,207","5,225,629.21",67126,4250069.72,8055,172124.82,4,445
5113,x,,,,349,335,14,"6,700","342,440.19",3043,149042.6,1,48,53,14835.82
5114,,,x,,1337,1310,27,"74,503","6,310,651.71",61600,5752265.84,4564,92605.74,0,0
5115,x,,,,256,248,8,"32,039","1,618,890.09",27606,1474060.12,2049,32142.91,0,0
5116,x,,,,462,462,0,"24,669","1,765,769.91",23345,1704540.33,476,19860.29,3,1242.81
5117,x,,,,184,183,1,"9,975","655,464.11",8086,519013.27,317,39346.03,0,0
5118,,,x,,1631,1581,50,"110,845","7,511,559.97",81930,5902705.55,9487,299792.07,37,16360.2
5120,x,,,,210,200,10,"7,768","580,422.77",6724,526477.23,476,18058.9,0,0
5122,,x,,,3,3,0, -   , -   ,0,0,0,0,0,0
5124,,x,,,5,5,0,"1,149","37,415.44",1149,37415.44,0,0,0,0
5125,,,x,,2212,2173,39,"234,964","14,790,538.90",197641,12781140.57,8232,195047.55,0,0
5126,,,x,,638,625,13,"47,317","2,845,854.58",33962,2180807.66,4162,203080.93,0,0
5127,x,,,,926,916,10,"5,792","166,929.15",5743,160864.22,34,1489.93,0,0
5131,x,,,,166,165,1,760,"57,613.77",759,57603.77,1,10,0,0
5133,,x,,,73,73,0,17,"1,051.21",4,566.35,0,0,0,0
5134,x,,,,59,59,0,3,105.9,0,0,3,105.9,0,0
5136,x,,,,132,132,0,541,"48,606.15",19,3870,492,41508.4,0,0
5137,x,,,,109,109,0,113,"15,739.75",113,15739.75,0,0,0,0
5138,,x,,,44,42,2,10,"7,032.43",4,5783.8,0,0,0,0
5141,,x,,,135,132,3,42,"8,045.72",42,8045.72,0,0,0,0
5142,,x,,,192,189,3,20,762.77,5,417.57,0,0,0,0
5144,,x,,,61,61,0,20,"8,968.00",20,8968,0,0,0,0
5151,,x,,,102,100,2,1,45,0,0,0,0,1,45
5152,,,x,,2594,2531,63,"73,663","6,237,446.67",33763,2495325.97,14440,1146404.88,702,317457.66
5153,,,x,,1101,1087,14,"56,636","3,760,508.19",56561,3755726.47,36,1746.29,0,0
5154,x,,,,1277,1254,23,"4,770","291,393.45",3672,150850.35,144,5349.3,231,9292.89
5155,x,,,,669,666,3,"27,113","1,969,206.47",24803,1743863.56,430,107224.01,1859,116200.08
5156,,x,,,202,200,2,131,"63,286.16",129,63205.86,2,80.3,0,0
5157,x,,,,615,607,8,352,"32,000.21",46,8979.24,169,10014.65,103,8804.88
5158,,,x,,3989,3947,42,"124,470","6,549,634.93",100842,5381142.25,6734,167228.2,0,0
5159,,,x,,6400,6333,67,"131,846","7,383,707.71",110776,6259997.6,3860,93294.06,0,0
5160,x,,,,182,85,97,"4,379","3,912,308.13",3196,3794475.21,1077,60098.95,0,0
5161,,,x,,908,897,11,"33,865","2,215,959.73",15862,1393942.87,3881,197945.65,0,0
5162,,,x,,3058,3024,34,"113,698","7,929,353.20",98773,6216102,5934,112115.4,0,0
5163,x,,,,797,783,14,"29,456","1,345,439.91",27978,1291936.23,1272,34944.71,0,0
5164,,x,,,187,185,2,378,"7,327.82",377,7267.12,1,60.7,0,0
5165,x,,,,365,359,6,"29,650","1,851,278.50",23309,1478422.18,1334,49740.11,59,11924.15
5166,,x,,,111,111,0,281,"21,355.80",267,20720.43,1,65.6,0,0
5167,x,,,,499,495,4,"2,026","143,520.05",654,39446.16,1116,65729.17,26,12210.74
5168,,,x,,363,357,6,"148,348","11,109,016.43",121804,9878264.08,6484,91761.63,150,7504.42
5169,,,x,,1206,1189,17,"95,058","5,605,638.72",77380,4654113.91,5503,179189.66,102,19264.99
5171,,,x,,906,894,12,"70,294","7,819,142.93",53105,6158747.46,4653,758062.85,940,227643.27
5172,x,,,,638,609,29,"3,000","496,821.06",1664,386859.24,231,38948.86,0,0
5173,,,x,,837,830,7,"45,226","2,637,086.17",31735,1789831.5,1735,222389.16,0,0
5174,x,,,,184,180,4,"1,870","256,308.58",64,7707.73,1792,247980.63,0,0
5201,x,,,,241,235,6,"1,485","83,282.88",12,1115.35,177,3508.9,0,0
5203,x,,,,135,135,0,"5,789","313,108.47",5771,310191.66,0,0,1,20
5204,x,,,,292,289,3,"6,663","305,073.49",6545,299261.55,49,3276.81,0,0
5210,,x,,,145,144,1,160,"49,579.47",81,43353.72,23,3327.9,0,0
5211,,,x,,2086,2043,43,"123,344","7,178,251.36",97392,5499660.42,6016,195325.76,649,88951.38
5212,x,,,,339,338,1,621,"89,562.66",38,5098.71,356,55341.05,74,18730.7
5213,x,,,,157,157,0,"1,280","85,484.73",994,46239.31,251,28424.8,34,9220.62
5214,,,x,,924,906,18,"54,884","3,121,402.47",47317,2591287.95,3282,169578.08,9,940.73
5215,x,,,,3,3,0, -   , -   ,0,0,0,0,0,0
5220,,x,,,26,26,0,47,"33,498.20",14,7061.44,2,234,22,5819.8
5221,x,,,,24,24,0,266,"82,975.05",0,0,0,0,266,82975.05
5222,x,,,,105,104,1,"1,927","138,455.12",1424,63275.8,327,19932.3,159,53718.04
5223,x,,,,322,321,1,"12,742","3,412,873.57",8265,588388.92,859,47209.03,2297,2571169.37
5231,x,,,,111,108,3,349,"28,505.55",0,0,113,12811.52,0,0
5232,,x,,,35,35,0,511,"22,378.10",503,21298.1,0,0,8,1080
5233,x,,,,157,154,3,96,"3,899.44",67,3075.25,15,401.5,0,0
5234,x,,,,164,153,11,"2,443","137,179.02",1763,98638.55,97,3486.2,0,0
5235,x,,,,236,236,0,86,"7,294.77",26,3024.4,0,0,0,0
5238,x,,,,257,247,10,"5,700","362,622.71",3662,204237.99,800,48555.77,139,37765.83
5240,,x,,,68,68,0,430,"100,968.93",430,100968.93,0,0,0,0
5241,x,,,,216,215,1,"7,252","455,398.26",7230,450245.87,0,0,0,0
5242,x,,,,334,330,4,"10,074","1,040,504.17",9643,1002180.05,19,3236.5,77,5779.57
5243,x,,,,207,207,0,67,"9,247.41",0,0,0,0,11,7574.26
5244,x,,,,536,532,4,"11,734","659,678.35",5766,225562.88,504,58600.77,0,0
5245,x,,,,712,703,9,"10,518","1,635,655.01",3763,537655.81,5701,825125.29,911,239954.81
5250,x,,,,578,566,12,"59,131","3,640,878.01",35426,2408868.02,0,0,129,8596.24
5251,,,x,,1594,1552,42,"169,279","12,563,019.56",145850,11141931.13,12144,437530.31,0,0
5252,x,,,,518,504,14,628,"79,874.30",282,39686.09,151,29938.97,0,0
5253,,,x,,1048,1028,20,"57,244","3,670,958.30",46724,2983458.64,3568,104953.64,380,68587.65
5254,x,,,,121,121,0,570,"40,585.63",548,39954.22,22,631.41,0,0
5255,x,,,,946,931,15,"21,930","1,926,601.34",20052,1732653.44,1189,83566.15,80,67489.41
5259,x,,,,62,62,0,225,"24,989.78",12,11300,0,0,6,375
5260,x,,,,82,82,0,"10,141","643,469.08",1596,127891.13,12,149.6,28,4494.7
5262,,x,,,61,61,0, -   , -   ,0,0,0,0,0,0
5263,x,,,,81,39,42,"2,637","797,394.18",2506,770187.09,130,27161.99,0,0
5264,x,,,,112,112,0,"2,003","95,139.20",1767,79939.88,49,2434.97,19,2941.73
5265,,x,,,30,30,0,259,"12,588.41",0,0,2,110,0,0
5266,x,,,,69,65,4,"1,212","112,093.13",0,0,4,1186.5,0,0
5267,x,,,,229,211,18,"3,371","222,538.52",746,75946.99,2,149.2,203,24295.71
5268,x,,,,304,244,60,"9,405","672,813.64",5755,409291.09,236,16349.34,342,48931.75
5270,,x,,,65,51,14,9,548.5,0,0,9,548.5,0,0
5271,x,,,,712,583,129,"20,236","1,646,381.34",15678,1297651.16,912,19131.41,963,117063.63
5272,,x,,,94,67,27,9,853.48,0,0,0,0,0,0
5275,x,,,,224,177,47,"2,612","161,227.99",158,11864.16,33,1967.2,423,46405.1
5276,x,,,,229,188,41,"6,977","517,583.42",5518,313172.81,743,58715.74,428,128602.74
5277,x,,,,280,180,100,"4,286","425,269.19",2374,179371.58,335,71675.62,305,84261.71
5280,x,,,,623,418,205,"11,224","1,153,224.79",9242,695320.26,64,9638.99,102,25062
5290,,,x,,2246,1413,833,"131,283","15,669,453.87",101770,12200972.56,11266,827072.96,3016,684376.71
5291,x,,,,697,303,394,182,"16,444.77",63,5269.97,82,4129.85,18,5187.45
5302,x,,,,101,101,0,738,"53,333.98",735,53124.53,0,0,0,0
5304,x,,,,56,55,1,"2,714","244,121.02",1150,86770.31,0,0,67,14767.35
5307,,x,,,35,35,0,19,730.6,16,522.7,0,0,0,0
5320,x,,,,32,32,0,585,"41,778.16",236,10476.71,15,1293.8,13,1423.05
5330,x,,,,280,279,1,"9,369","642,465.82",7054,481683.53,0,0,303,42609.09
5331,,x,,,9,9,0,60,"5,610.62",55,4187.62,0,0,5,1423
5333,x,,,,367,363,4,"13,490","848,251.38",10731,669058.87,17,334.35,265,31740.88
5340,,x,,,60,58,2,30,"1,827.80",29,1749.8,0,0,0,0
5341,x,,,,425,419,6,"32,979","2,592,888.94",22446,1804804.35,1800,31837.52,2475,308957.77
5342,,x,,,43,41,2, -   , -   ,0,0,0,0,0,0
5343,x,,,,367,360,7,"17,497","1,782,138.88",14407,1402308.43,21,7085.1,1978,278284.28
5344,x,,,,15,15,0,51,"23,468.37",40,22954.77,0,0,0,0
5345,x,,,,177,176,1,"1,356","87,575.73",542,29128.48,17,3828.85,381,31614.8
5350,x,,,,30,30,0,"1,165","997,931.40",1161,993066.22,0,0,0,0
5351,x,,,,430,423,7,"1,527","367,072.73",599,223566.42,849,111010.87,18,4438.8
5352,x,,,,740,725,15,"68,235","13,134,672.56",55437,10081854.16,5145,655659.36,3934,1852021.36
5353,x,,,,448,424,24,"11,756","2,893,636.07",9027,2507694.27,2381,347366.1,71,15059.4
5354,,x,,,11,11,0,189,"11,089.35",189,11089.35,0,0,0,0
5355,,,x,,559,535,24,"55,732","8,407,853.16",40611,5005633.81,8627,2741729.72,56,46518.63
5356,,x,,,30,30,0,2,20,0,0,0,0,2,20
5357,x,,,,30,30,0,"1,335","108,740.55",29,5581,0,0,1,300
5360,x,,,,136,133,3,"1,164","274,763.87",1082,268038.7,22,987,29,1937.77
5371,x,,,,85,83,2,"1,433","103,052.16",31,12582.71,0,0,0,0
5372,x,,,,94,92,2,48,"35,289.18",2,131.4,0,0,14,705.1
5373,x,,,,266,259,7,"1,815","154,372.31",13,1260.4,30,2408.71,0,0
5374,,x,,,67,67,0,545,"26,350.29",543,26333.94,0,0,0,0
5401,,x,,,56,56,0,41,"5,657.97",1,18.95,0,0,0,0
5411,,x,,,31,30,1,4,90.19,3,78.19,0,0,1,12
5412,,x,,,85,85,0,314,"17,695.11",286,17023.81,25,587.65,0,0
5413,,x,,,63,62,1,181,"13,082.38",0,0,2,65.3,0,0
5415,x,,,,36,36,0,90,"24,854.41",85,23684.41,5,1170,0,0
5417,x,,,,157,150,7,987,"93,410.46",257,23274.07,42,2846.45,200,24763.65
5419,,x,,,32,32,0,458,"22,238.58",398,18780.61,0,0,1,58
5422,x,,,,66,65,1,"1,783","76,015.22",1087,30313.79,16,403.6,198,13381.04
5431,x,,,,59,58,1,70,"3,354.74",64,2959.04,0,0,6,395.7
5433,x,,,,73,73,0,"17,287","1,263,973.07",17206,1256449.92,7,256.5,39,4680.4
5434,x,,,,49,48,1,"1,529","418,020.46",72,5216.65,0,0,781,265525.91
5440,x,,,,21,21,0,952,"154,722.22",0,0,2,137,0,0
5451,x,,,,111,111,0,"2,457","1,014,384.46",1817,953742.94,76,19276.51,38,6682.5
5452,x,,,,41,41,0,419,"64,366.04",419,64366.04,0,0,0,0
5453,x,,,,564,541,23,"16,829","2,378,571.27",9847,1548609.45,2554,400087.76,660,211650.4
5454,,x,,,32,32,0,2,560,1,550,0,0,0,0
5461,x,,,,217,214,3,"3,644","237,591.50",3563,232861.85,51,544,0,0
5462,,x,,,59,59,0,37,"20,422.33",2,917,0,0,22,1307.1
5473,,x,,,41,41,0,397,"22,489.24",390,22001.24,7,488,0,0
5480,,x,,,91,91,0,15,784.49,15,784.49,0,0,0,0
5482,x,,,,42,42,0,51,"2,050.95",49,1932.45,0,0,0,0
5483,,x,,,42,42,0,8,434.08,8,434.08,0,0,0,0
5485,,x,,,72,71,1,39,"2,311.52",0,0,0,0,0,0
5491,x,,,,176,174,2,"2,995","289,862.94",2497,171485.93,0,0,249,33062.09
5495,,x,,,8,8,0,1,52,0,0,1,52,0,0
5501,x,,,,350,347,3,"2,400","220,615.67",199,17834.92,0,0,6,136
5502,,x,,,129,127,2,1,100,0,0,0,0,1,100
5520,,x,,,28,27,1,572,"29,142.81",0,0,0,0,9,822.5
5521,,x,,,8,8,0,18,600.26,0,0,0,0,0,0
5522,,x,,,118,118,0,60,"7,985.58",0,0,15,1246.55,37,6319.68
5523,x,,,,128,124,4,"6,732","394,974.71",2465,156426.07,4,64,0,0
5540,x,,,,916,901,15,"40,300","2,472,093.27",27558,1724925.34,5413,94911.64,1218,287453.02
5550,x,,,,44,44,0,"8,676","462,699.23",17,247.5,4,118.8,45,20795
5554,x,,,,281,276,5,"21,572","1,756,290.91",17045,1237691.47,1260,32235.93,41,8082.74
5555,,x,,,41,41,0,3,513.41,3,513.41,0,0,0,0
5556,x,,,,223,223,0,"9,374","636,586.71",7866,484518.05,0,0,1251,127601.59
5558,x,,,,308,307,1,"8,121","427,914.96",7451,390724.08,121,7561.62,8,3072.7
5571,x,,,,199,198,1,"4,337","271,585.43",4032,248291.01,54,3099.46,245,19768.92
5573,x,,,,248,241,7,"1,995","115,185.61",1615,92498.23,0,0,0,0
5575,x,,,,175,171,4,"2,987","244,082.30",2330,164251.58,80,5779.3,0,0
5576,x,,,,74,74,0,"2,420","199,173.90",2382,194711.8,0,0,0,0
5577,x,,,,53,53,0,299,"19,025.73",59,1979.74,3,472.85,0,0
5580,,x,,,35,35,0,1,62,0,0,1,62,0,0
5581,x,,,,50,50,0,107,"5,999.20",1,28,14,387,77,4326.4
5582,,x,,,68,67,1,60,"5,998.74",26,1918.99,16,474.75,16,3375
5583,x,,,,48,48,0,157,"9,978.93",0,0,21,769,114,8547.63
5600,x,,,,586,572,14,"38,940","2,859,500.77",30600,1972435.2,3257,193452.12,1646,360194.95
5602,x,,,,81,79,2,712,"42,872.89",485,21027.1,176,14687.94,29,5882.1
5603,,x,,,14,14,0,56,"3,498.67",0,0,56,3498.67,0,0
5605,x,,,,131,130,1,"1,409","73,149.23",1402,72936.94,0,0,0,0
5606,,,x,,1469,1445,24,"93,484","7,812,002.41",72139,5594144.47,9518,905259.04,1145,168901.35
5607,x,,,,167,167,0,90,"62,669.26",4,243,36,5533.5,5,227.3
5608,x,,,,382,382,0,"18,228","1,294,232.63",9388,550776.37,2641,34223.55,2062,421307.73
5631,,x,,,146,144,2,360,"51,323.07",9,419.45,0,0,0,0
5633,,x,,,21,21,0,4,119.6,3,69.6,0,0,1,50
5640,x,,,,113,108,5,887,"72,018.61",746,57710.83,0,0,136,13937.4
5641,x,,,,96,94,2,253,"19,605.05",242,19416.3,9,105.75,0,0
5642,,x,,,9,9,0,74,"2,278.40",74,2278.4,0,0,0,0
5651,,x,,,23,23,0, -   , -   ,0,0,0,0,0,0
5652,x,,,,51,50,1,636,"60,276.32",429,43545.81,0,0,72,9081.83
5654,,x,,,20,20,0, -   , -   ,0,0,0,0,0,0
5655,,x,,,5,5,0, -   , -   ,0,0,0,0,0,0
5670,,x,,,26,26,0,7,988,0,0,0,0,7,988
5671,,x,,,17,15,2,4,505,0,0,0,0,0,0
5680,x,,,,158,157,1,"2,074","205,603.55",1529,127547.83,121,12930.33,321,43671.47
5690,x,,,,177,173,4,"11,085","1,055,021.24",4091,359497.26,49,1154.95,2179,250279.01
5700,,,x,,669,657,12,"60,581","4,096,615.92",40810,2500638.67,2970,130543.91,2465,504138.85
5710,x,,,,96,94,2,"1,162","77,548.94",166,19088.58,379,21894.76,7,962
5720,x,,,,27,27,0,"1,425","141,941.50",0,0,0,0,0,0
5721,x,,,,0,0,0,"1,632","81,971.38",0,0,0,0,0,0
5722,x,,,,15,15,0,178,"22,002.06",125,16900.87,44,3459.75,0,0
5723,x,,,,216,215,1,"6,089","649,420.04",3609,301063.5,56,10952,1274,240179.81
5724,x,,,,17,14,3,"1,333","96,866.67",0,0,0,0,0,0
5725,x,,,,260,224,36,"13,800","1,088,168.33",10419,671355.74,1119,95278.36,548,202554.8
5730,x,,,,15,15,0,64,"13,981.98",2,60.3,62,13921.68,0,0
5731,x,,,,41,41,0,344,"99,883.11",0,0,246,88629.52,0,0
5732,,x,,,5,5,0,22,"3,649.00",0,0,0,0,22,3649
5733,x,,,,17,17,0, -   , -   ,0,0,0,0,0,0
5950,x,,,,281,27,254,"134,648","9,052,082.42",104736,7430400.69,27273,502783.07,0,0
6000,,,x,,6415,2959,3456,"2,432,554","335,657,111.66",1098581,120591843.3,396818,27665022.1,119538,56736480.88
6001,x,,,,220,70,150,"1,268","97,277.13",1268,97277.13,0,0,0,0
6003,,,x,,973,940,33,"131,979","14,539,943.70",36701,5779782.12,67904,6396037.15,2405,1082644.42
6004,,,x,,3086,2941,145,"309,332","53,539,997.76",135010,21269576.13,25704,2720637.47,27954,11617952.67
6005,,,x,,2318,1766,552,"316,353","97,268,552.76",130128,28738955.44,37944,5116291.55,4964,2495233.01
6006,,,x,,2184,2134,50,"154,504","9,102,349.18",110433,6478438.49,16619,546134.02,0,0
6007,,,x,,2192,2143,49,"164,075","23,455,498.66",123399,8393163.32,24789,1878840.76,0,0
6008,,,x,,6093,5896,197,"850,348","80,237,489.35",576217,40569477.24,46451,4575452.82,395,304092.11
6009,,,x,,9490,9282,208,"323,555","36,461,735.02",203385,17187968.86,32353,4597096.54,13,5718.27
6010,,,x,,8470,8314,156,"510,148","54,499,870.29",424353,38507898.54,31232,2533141.01,0,0
6011,,,x,,5276,5197,79,"317,341","22,659,801.94",271279,15512070.02,29038,3054595.51,6191,629518.39
6012,,,x,,3632,3579,53,"151,420","11,422,760.73",115724,6735666.29,5779,443464.38,0,0
6014,,,x,,6414,6265,149,"467,514","37,778,837.46",348718,23623835.99,20805,1206960.38,27,19833.56
6015,,,x,,3210,3135,75,"31,563","2,272,906.22",23111,1167333.93,8182,969931.17,0,0
6016,,,x,,2385,2337,48,"112,058","8,265,414.24",102588,7128148.59,4887,465933.99,0,0
6017,,,x,,927,736,191,"255,348","79,953,513.90",142105,62669557,10461,599386.8,17,26186
6018,,,x,,10336,10181,155,"1,378,042","90,399,810.08",1234671,77486854.54,54216,2239728.51,4,1395
6019,,,x,,5473,5367,106,"160,640","14,726,911.88",99499,5279975.72,16733,1056633.1,9746,3996937.42
6020,,,x,,6578,6488,90,"75,543","4,522,836.38",61446,2704901.825,3833,522221.2,420,282510.02
6021,,,x,,4563,4402,161,"600,556","125,596,667.82",206994,30246962.75,3080,177817.99,452,22651.5
6022,,x,,,902,889,13,18,"12,740.18",11,10449.18,0,0,0,0
6023,,,x,,4130,4047,83,"133,228","8,944,699.93",72845,4493831.31,7826,181161.16,0,0
6024,,,x,,2376,2322,54,"316,602","19,080,206.52",242863,14630410.22,8327,316026.83,22,4175.29
6025,,,x,,5865,5721,144,"585,418","40,013,022.40",508435,31717229.48,25556,1316709.71,369,311496.87
6026,,,x,,4552,4422,130,"153,444","9,556,693.02",131624,7787325.24,3404,250656.96,0,0
6027,,,x,,6985,6686,299,"824,744","67,462,338.77",721842,56845478.29,27942,1344468.06,277,123350.78
6028,,,x,,3834,3689,145,"169,031","12,124,665.59",126513,9719213.61,14640,623323.62,19,4785
6029,x,,,,996,980,16,"5,297","473,568.35",383,62003.25,4844,274490.18,0,0
6030,,,x,,4541,4352,189,"274,363","18,652,318.69",232815,15244274.64,7914,185052.39,6222,363259.5
6031,,,x,,1427,1366,61,"116,604","7,405,041.53",81745,5310934.95,9588,236066.82,0,0
6032,x,,,,48,45,3,"2,324","135,145.91",1191,59943.01,2,129.5,0,0
6033,x,,,,82,77,5,33,"28,461.06",11,25580.06,8,1391,0,0
6035,x,,,,817,774,43,"27,989","1,826,923.26",25797,1627166.1,1267,23311.97,0,0
6036,x,,,,1337,1269,68,"72,542","4,371,152.47",60432,3988478.83,7646,171821.16,0,0
6037,x,,,,268,256,12,"2,162","114,143.22",1901,75292.2,195,13201.25,0,0
6043,,x,,,37,36,1, -   , -   ,0,0,0,0,0,0
6044,x,,,,119,111,8,"1,320","55,823.30",758,25037.96,1,30,2,264
6050,,,x,,4767,4660,107,"179,064","10,611,201.49",84692,4800698.23,21473,1132767.88,34,41633.6
6051,,,x,,2325,2294,31,"104,110","5,483,526.36",89569,4906041.11,13430,240143.26,0,0
6052,,,x,,2267,2223,44,"155,461","10,741,476.37",150312,9893842.22,2065,207667.28,0,0
6053,,,x,,2427,2346,81,"43,289","7,704,482.28",32295,6840767.42,178,6056.05,1584,183026.45
6054,,,x,,2275,2191,84,"96,406","7,794,533.12",80954,6334563.85,2220,175778.53,0,0
6055,,,x,,2277,2178,99,"49,396","6,703,211.15",25169,3263878.45,16156,1421926.9,166,55708.4
6056,,,x,,3717,3627,90,"460,297","48,855,330.27",391184,34126341.83,24547,960933.67,48,10792.53
6057,,,x,,1747,1689,58,"66,066","5,813,175.78",49484,5111644.73,9296,220080.18,0,0
6058,,,x,,1052,1022,30,"85,687","5,875,435.01",63326,4940623.25,7181,126654,122,38782.34
6059,,,x,,5321,5220,101,"145,013","9,623,231.69",110821,6619782.77,10,354.15,0,0
6060,,,x,,4603,4537,66,"227,108","14,465,395.51",185591,12151933.04,19738,432281.54,0,0
6061,,,x,,3120,3073,47,"256,985","14,822,004.03",212291,12805554.29,9928,152083.38,0,0
6062,,,x,,5049,4917,132,"766,527","50,427,761.07",668264,42573926.21,27962,847861.83,9,775.68
6063,,,x,,1353,1318,35,"88,360","4,516,282.45",82617,4217742.92,3865,88999.73,0,0
6064,,,x,,2464,2425,39,"86,329","5,262,492.35",66162,4062532.69,5216,82277.42,7,2487.82
6065,,,x,,8153,7814,339,"420,322","34,461,307.60",340907,28955902.62,24592,739957.61,10,16385
6066,,,x,,2090,2060,30,"64,675","3,544,081.49",52686,2777286.28,821,38272.92,0,0
6068,x,,,,8,8,0,"2,440","174,010.50",2204,166222.1,236,7788.4,0,0
6069,,,x,,3617,3510,107,"264,870","19,174,593.72",213732,14548962.71,10293,309683.42,4622,1602117.24
6070,x,,,,799,787,12,771,"142,001.05",410,71477.08,22,511.51,0,0
6071,x,,,,649,638,11,"38,936","3,289,506.28",35914,2318719.37,14,4907.07,0,0
6072,,x,,,123,120,3,484,"33,378.64",328,12561.76,156,20816.88,0,0
6073,,,x,,505,489,16,"73,027","5,535,151.64",64938,5042490.16,1742,35322.13,0,0
6074,x,,,,94,88,6,"2,117","135,258.51",25,2357.14,0,0,0,0
6076,,,x,,3788,3710,78,"203,609","13,528,562.68",175407,11077495.72,1629,146297.33,0,0
6078,x,,,,158,145,13,587,"212,712.45",398,163930.85,0,0,0,0
6081,,x,,,657,639,18,113,"71,897.58",77,66769.45,27,4743,0,0
6082,,x,,,312,306,6,56,"6,934.04",1,243,8,232.7,0,0
6083,x,,,,513,489,24,"2,739","232,959.93",186,21708.26,0,0,-1,-133
6084,x,,,,760,733,27,"1,107","69,619.16",899,35654.96,10,584.98,11,2770
6088,x,,,,6,6,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6090,x,,,,256,126,130,"133,649","19,316,146.91",86352,14349177.31,15117,321005.12,0,0
6100,,,x,,3121,2988,133,"231,505","37,555,390.08",120139,13936237.07,72431,8954253.43,20299,12836108.03
6101,,,x,,2629,2574,55,"286,248","19,562,863.31",228558,16556563.57,22957,722828.45,0,0
6102,,,x,,1468,1408,60,"100,443","26,589,665.97",66866,8740021.41,1766,61396.35,593,145293.19
6103,x,,,,1570,1528,42,"18,206","1,867,441.46",10366,521086.83,3314,327863.31,1143,562560.58
6104,,,x,,2231,2044,187,"485,753","49,368,295.64",372164,37720928.66,59659,1069311.89,12835,3998029.04
6105,,,x,,1704,1577,127,"273,662","29,708,975.92",200599,21573231.58,29565,570182.44,0,0
6106,x,,,,140,65,75,"28,247","66,020,482.29",22668,64674450.1,162,13388.56,0,0
